Nombre,Citas,Correo,Afiliación,Temas de Interés
Gabriela Rivas-Urrego,111,espe.edu.ec,Magister en Investigación Educacional,"Investigación, Educación, Metodología"
Milena Almeida,111,uce.edu.ec,Docente de la Facultad de Comunicación Social,Antropología
Diego Marcelo Lara Haro,111,uta.edu.ec,UNIVERSIDAD TÉCNICA DE AMBATO,Ciencias Económicas
Rudyard Antonio Arteaga Solórzano,111,utm.edu.ec,DOCENTE UNIVERSIDAD TÉCNICA DE MANABÍ,"AGROINDUSTRIAS, SEGURIDAD ALIMENTARIA, BIOTECNOLOGÍA"
Andrés Tirado-Espín,111,yachaytech.edu.ec,"Human Development Department, Yachay Tech University","comunicación, análisis de contenidos, neurocomunicación, educación, migración"
Maria Helena Carbonell,111,iaen.edu.ec,Instituto de Altos Estudios Nacionales,"human rights, law, international law"
marcia pozo camacho,111,ug.edu.ec,Universidad de Guayaquil,"Educación, Pedagogía"
Omar Flor,111,udla.edu.ec,Universidad de las Américas,"Máquinas, BioIngeniería, Robótica, Educación, IA"
Andrea Valarezo,111,yachaytech.edu.ec,"Chemist Student, Yachay Tech University","Chemistry, Pharmacology, Materials, Nanomaterials, Biomaterials"
Juan Sánchez Holguín,110,ug.edu.ec,Profesor de REDES Universidad de Guayaquil,"comunicación, telecomunicación, educación universitaria, herramientas de autor, mineria de datos"
Monserrate Intriago-Pazmiño,110,epn.edu.ec,"Associate Professor, Escuela Politécnica Nacional.","Software Development, Processing Medical Images, Artificial Intelligence"
Luis Omar Alpala,110,upec.edu.ec,Universidad Politécnica Estatal del Carchi,"Realidad Virtual, Diseño asistido por ordenador, Simulación, Producción, Logistica y cadena de"
Donald Reyes,110,uta.edu.ec,Profesor Universidad Técnica de Ambato,Informática
Pedro Reyes Velez,110,uleam.edu.ec,Profesor de la Universidad Laica Eloy Alfaro de Manabí,"Turismo, ambiente, proyectos"
Yadira González,110,utpl.edu.ec,"Docente investigador, Universidad Técnica Particular de Loja","ecology, terricolous cryptogams, lichens, bryophytes, páramo ecosistem"
Santiago Cisneros,110,unach.edu.ec,Universidad Nacional de Chimborazo,"tics, redes, telecomunicaciones, tecnología educativa, competencias digitales"
Olga Neira C.,110,ucacue.edu.ec,"Docente, Universidad Católica de Cuenca UCACUE",Psicología Clínica
Jhon Bryan Mina Ortiz,110,unesum.edu.ec,Universidad Estatal Del Sur de Manabí,"Microbiología, Bioquímica Clínica"
Proyecto de Investigación Sostenibilidad RSE,110,umet.edu.ec,Universidad Metropolitana,Responsabilidad Social Empresarial
Gissela Cevallos Sánchez,110,ug.edu.ec,Derecho Civil Universidad de Guayaquil,"Responsabilidad civil, estatal, derecho de familia, protección al menor"
Génesis Karen Rengifo Ávila,110,utmachala.edu.ec,"Docente en Educación Básica, Universidad Técnica de Machala.","Educación, Pedagogía, Didáctica, Investigación"
Mariuxi Jessenia Ortiz Lucas,110,tes.edu.ec,,
Pedro Fernando Faican Rocano,110,ucacue.edu.ec,Docente Universitario,Investigación
Luis Alfonso Alvarez Rodas,109,ups.edu.ec,"Docente, Universidad Politécnica Salesiana","cultura, interculturalidad, gestión cultural, antropología"
Alexandra Gonzalez-Eras,109,utpl.edu.ec,Universidad Tecnica Particular de Loja,"Artificial Intelligence, Text mining, Machine Learning, NLP"
Andres PEREZ-GONZALEZ,109,uazuay.edu.ec,Universidad del Azuay,"Chemometrics, Food Chemistry, Chemistry Physics of Foods, QSAR"
David Loza Matovelle,109,espe.edu.ec,Universidad de la Fuerzas Armadas ESPE,Robótica
Holger Benavides Muñoz,109,utpl.edu.ec,R&D for the Sustainability of the Urban & Rural Water Cycle. Universidad Técnica Particular …,"Unaccounted water, Road hydraulics, Irrigation, Hydro-energy, Urban and rural water cycle"
Nelson F Cordova Gonzalez,109,ucacue.edu.ec,Universidad Católica de Cuenca,"Ingeniería, Construcción, Geología, Geomática."
Edwin buenaño,109,puce.edu.ec,"Profesor agregado, Pontificia Universidad Católica del Ecuador","economía, econometría, estadística, evaluación de impacto, economía ambiental"
MARIA JOSE RODRIGUEZ GAIBOR,109,unemi.edu.ec,"estudiante de enfermeria, Universidad Estatal de Milagro.",Ciencias de la salud
Erick David Alberto Arguello Yonfa,109,uisek.edu.ec,Universidad San Francisco de Quito,"Hipnosis Clínica, Psicología Forense, Psicología del Deporte, Terapia Familiar, Psicología y Espiritualidad"
Katia Rodriguez (http://orcid.org/0000-0002-7613-2582),109,espol.edu.ec,"Escuela Superior Politecnica del Litoral, ESPOL (ROR 04qenc566)","Finanzas, educación"
Martha del Rocio Vera Garcia,109,utb.edu.ec,Docente de Psicologia en la Universidad Tecnica de Babahoyo,Psicologia e Investigacion
Alfonso Suarez- Tapia,109,espoch.edu.ec,ESPOCH,"crop rotations, nutrient cycling, cereals, Nitrogen use efficiency"
Andrea Gómez Ayora,109,ucuenca.edu.ec,PhD,"Epidemiología, Salud pública"
Diana Carvajal-Aldaz,109,espol.edu.ec,"Facultad Ciencias de la Vida, ESPOL","Food Safety, Food Security, Satiety, Blood Glucose, Dietary Fiber"
María Rossana Ramírez-Ávila,109,casagrande.edu.ec,Universidad Casa Grande,"EFL, reading in L2, peer feedback, self-assessment, oral skills"
SAN ANDRES SOLEDISPA EVELYN JULIANA,109,pucesm.edu.ec,Estudiante Pontificia Universidad Católica del Ecuador,Educación
Giorver Perez Iribar,109,uleam.edu.ec,"Profesor de investigación, Universidad Laica Eloy Alfaro de Manabí","Educación y Actividad física, cuidado, salud, ejercicio físico"
Jose Roberto Bastidas Romero,109,ulvr.edu.ec,Universidad Laica Vicente Rocafuerte de Guayaquil,
Carlos Julio Moran,109,uleam.edu.ec,Universidad Laica Eloy Alfaro,"marketing, turismo, redes sociales, social media"
Julio Vinicio Saltos Solorzano,109,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,Seguridad alimentaria
Valerie Cecilia Calle Molina,109,uce.edu.ec,Universidad Central del Ecuador,"Cine, Química, Biología, Anatomía, Genética"
FREDDY ESCOBAR TERAN,109,espe.edu.ec,Universidad de las Fuerzas Armadas-ESPE,"Materials Chemistry, environmental chemistry, climate change"
Eyton Andre Samaniego Dillon,109,unach.edu.ec,"Universidad Nacional de Chimborazo, Riobamba, Ecuador",Programación
Maria Gabriela Zurita-Benavides,108,ikiam.edu.ec,Universidad Regional Amazónica IKIAM / IRD UMR 208 PALOC,"Historical ecology, Ethnobiology, Indigenous food habits, Indigenous breastfeedingncia indígena"
Francisco Montero García,108,utpl.edu.ec,Universidad de Castilla-La Mancha,"SIG, Planificación"
Marcelo Luna Murillo Orcid(https://orcid.org/0000-0002-9521-353X),108,uea.edu.ec,Universidad Estatal Amazonica,"Finanzas, Coaching Empresarial, Sostenibilidad Agricola, Desarrollo Sostenible, Responsabilidad Social Empresarial"
LUIS DAUBETERRE,108,unae.edu.ec,"Personal Académico Titular Agregado 1, Universidad Nacional de Educación de Ecuador","Psicologia, pedagogìa, antropologia social, hermenéutica"
Fabricio Zanzzi,108,espol.edu.ec,Escuela Superior Politécnica del Litoral,economia
Luis Luis Oquendo,108,unach.edu.ec,"Profesor de Lingüística, Universidad del Zulia. Profesor de Educación intercultural bilingüe …","lingüística tipológica, Lenguas en contacto, bilingüismo, filosofía de la ilustración, educación intercultural bilingüe"
Henry manuel Correa guaicha,108,utmachala.edu.ec,Profesor en Sistemas de Gesntión,"Cambio climático, calidad, ambiental, auditoria ambiental"
Ronald Mauricio Alvarado Flores,108,ug.edu.ec,Ministerio de Salud Pública del Ecuador,"Salud, Medicina Familiar, Informática Médica"
Adrian Orihuela-Torres,108,utpl.edu.ec,"University of Alicante, Alicante, Spain","Ornitología, Ecología"
Rosario Suárez,108,utpl.edu.ec,Universidad Técnica Particular de Loja,Medicina
Andrés Ramos Alvarez,108,uisrael.edu.ec,Profesor,"Contabilidad, finanzas, auditoría, costos, NIIF"
Edith E. Tubón-Núñez,108,uta.edu.ec,Universidad Técnica de Ambato,"Optimization, Quantitative Methods, Project management, Business Management, DEA"
Luis Alberto Montoya Acosta,108,ug.edu.ec,UNIVERSIDAD DE GUAYAQUIL,"Tecnologia, Pedagogia"
MARCIA JANETH CHILUISA CHILUISA,108,utc.edu.ec,UNIVERSIDAD TÉCNICA DE COTOPAXCI,
maria gonzalez cabrera,108,espoch.edu.ec,profesor de Química Escuela Superior Politécnica de Chimborazo,"Química, Alimentos Control de Calidad, Sistemas de Inocuiddad alimentaria"
Francisco Torres-Oñate,108,uta.edu.ec,"Docente de Gastronomía, Universidad Técnica de Ambato","Gastronomía, Turismo"
ANNY ELISA DIAZ TOMALA,108,unemi.edu.ec,UNIVESIDAD ESTATAL DE MILAGRO,"DESAROLLO INFANTIL, FISICOMOTOR, EDUCACION INICIAL, NUTRICION INFANTIL, VIOLENCIA INFANTIL"
CARLOS RAFAEL SANCHEZ MOSQUERA,108,espe.edu.ec,Universidad de la Fuerzas Armadas ESPE,"Mecánica, Tecnología"
Guido Lopez,108,unach.edu.ec,Profesor de Matemáticas,Educación
BEATRIZ ANNABELL LOOR AVILA,108,ecotec.edu.ec,Universidad Ecotec,Comunicación Social y Organizacional …
LUIS LENIN RECALDE HERRERA,108,espe.edu.ec,Profesor de Seguridad y Defensa - Ciberdefensa,
Enrique Castillo,108,ug.edu.ec,Profesor de química,Enrique
Daniela Alexandra Rosero-Freire,108,uta.edu.ec,Universidad Técnica de Ambato,Salud
Jose Romo,108,uta.edu.ec,"Docente y Secretario General, Universidad Técnica de Ambato",Derecho
Pedro Cango,108,ikiam.edu.ec,Universidad Regional Amazónica IKIAM,"Environment, Public Politics, Economic Development, Economic Inequality, Econometrics"
Pedro Jiménez-Pacheco,108,ucuenca.edu.ec,"University of Cuenca, professor, researcher, editor, activist","urban theory, right to the city, production of space, cognitive cities, urban sociology"
CARLOS MONTENEGRO,108,espe.edu.ec,DCCO,"Gestion TI, Inteligencia Artificial"
JOSE ALEXANDER MACIAS NAVARRETE,108,unemi.edu.ec,Estudiante,Pedagogía
José Díaz-Montenegro,107,unemi.edu.ec,Profesor de contabilidad y economía Universidad Estatal de Milagro,"contabilidad, economía, valor razonable, precios, mercado"
Ramón Cala Aiello,107,uotavalo.edu.ec,Profesor de Física,"matemática, física"
Ignacio Marin-Garcia (ORCID: 0000-0002-8743-8528),107,espol.edu.ec,"Associate professor, Escuela Superior Politecnica del Litoral (ROR 04qenc566), Ecuador","Information Asurance, Engineering Education, Visible Light Communication, Optical Wireless Communication"
Francisco Salgado,107,uazuay.edu.ec,"Professor. Universidad del Azuay, Ecuador","Organization Studies, Reciprocity, Social Networks, Innovation, Sumaq Kawsay"
Betty Bravo Zúñiga,107,cu.ucsg.edu.ec,Universidad Católica Santiago de Guayaquil,Simulación clínica y educación en simulación
Gabriel Morey León,107,uees.edu.ec,Universidad Espiritu Santo,"Biotechnology, Molecular Biology, Tech development"
Franklin Erazo,107,ups.edu.ec,Teacher in physiscs and mathematics - Universidad Politécnica Salesiana - Ecuador …,"Fundamental physics, mathematics and philosophy"
Henry López Carrera,107,epn.edu.ec,"Profesor de Física, Escuela Politécnica Nacional","Atomic and Molecular Systems, Molecular ions, Hybrid Traps"
RITA MARICELA PLUAS SALAZAR,107,unemi.edu.ec,Universidad Estatal de Milagro,Diseño Gráfico y Publicidad
Hernan Humberto Caballero Vera,107,utm.edu.ec,"Docente, Universidad Técnica de Manabi","Agronomia, Sociología de Genero, Proyectos Internacionales con enfoque de …, Mujer Rural"
Adriana Graciela Segura-Mariño,107,pucesd.edu.ec,Pontificia Universidad Católica del Ecuador Sede Santo Domingo,"Diseño, Marketing, Comunicación, Educación, Universidad"
Erick Ayala,107,est.ucacue.edu.ec,Universidad Catolica de Cuenca,"Tecnologia, Software, IoT"
Elias David Caisa Yucailla,107,uta.edu.ec,Universidad Técnica de Ambato,"Administración, Marketing, Emprendimiento, Gobernabilidad, PYMES"
MARÍA TERESA SALAZAR GARCÉS,107,uce.edu.ec,Profesor de Odontología,rehabilitación oral
RICARDO XAVIER CHAVEZ BETANCOURT,107,ueb.edu.ec,UNIVERSIDAD ESTATAL DE BOLIVAR,"ADMINISTRACION, ECONOMIA, AGRICULTURA"
Angela Zambrano Carranza,107,uce.edu.ec,"Docente de Ciencias de la Tierra, Universidad Central del Ecuador",Ciencias Ambientales
Manaces Gaspar,107,uniandes.edu.ec,Profesor de Derecho. Doctorando en Planeación Pública y Privada,"EDUCACIÓN, DERECHO Y SOCIEDAD, DERECHO LABORAL, TRIBUTARIO, MERCANTIL"
MAYA SANCHEZ SOTO,107,utb.edu.ec,Docente Universidad de Babahoyo,Informática
Henry Oswaldo Velesaca Lara,107,espol.edu.ec,"Research Technician, University of Granada, España. Escuela Superior Politécnica del …","Computer Vision, Deep Learning, Machine Learning, Artificial Intelligent"
Andrea Molina-Vera,107,espol.edu.ec,Escuela Superior Politécnica del Litoral ESPOL,"poverty, labor market, economics of education, development economics, impact evaluation"
Mauro J. Jiménez Granizo,107,unach.edu.ec,UNIVERSIDAD NACIONAL DE CHIMBORAZO,"SISTEMAS DE INFORMACIÓN GEOGRÁFICA, ORDENAMIENTO TERRITORIAL, TELEDETECCIÓN, DRONES"
Walter Navas Bayona,107,sangregorio.edu.ec,Universidad San Gregorio de Portoviejo,"Finanzas, Empresas Familiares y Energia Fotovoltaica"
Julio Rios Zaruma,107,utpl.edu.ec,"Administración de Empresas, Universidad Técnica Particular de Loja",
Samantha Espinoza Medina,107,unemi.edu.ec,Estudiante unemi,"educación, psicología, derecho, medicina"
SEGUNDO NAPOLEÓN BARRENO FREIRE,107,uce.edu.ec,Universidad Central del Ecuador - Facultad de Filosofía Letras y Ciencias de la Educación …,Educación
Leither Pamela Velez Mendoza,107,utm.edu.ec,"Profesora de Auditoría, Universidad Técnica de Manabí","Auditoría, presupuesto, planificación presupuestaria"
Julio cesar Pino Tarragó,107,unesum.edu.ec,profesor de estatica carrera de ingenieria civil. Universidad Estatal del Sur de Manabí,ciencia y tecnica
Paco Egdon Granoble Chancay,107,unesum.edu.ec,Docente Investigador,Economia  Emprendimiento e Innovación
Gregorio Rigoberto Palma Macias,107,utm.edu.ec,Docente Universidad Técnica de Manabí,"Costos ambientales, investigación, control interno, auditoría, economía"
Pablo Wilson Arevalo Moscoso ( Orcid: 0000-0001-7217-709X,106,ups.edu.ec,Universidad Politécnica Salesiana,Química ambiental
LEOPOLDO VENEGAS LOOR,106,unesum.edu.ec,UNESUM,"Tecnologia, ciencia, educacion"
Fernando Pacheco-Olea    https://orcid.org/0000-0001-8212-3052,106,unemi.edu.ec,"Profesor de Informática, Universidad Estatal  de  Milagro","documentación, Bibliotecas, informática, Elearning, Investigación"
Yomar Gonzalez Cañizalez,106,ug.edu.ec,University of Guayaquil,Society-industry relationship: simulation and …
DIGNA DIONISIA PEREZ BRAVO,106,utpl.edu.ec,Universidad Técnica Particular de Loja,"Pedagogía afectiva, Didáctica General, Methodology, Inclusión educativa, rediseños curriculares"
Luis Enrique Sánchez Palacios,106,uagraria.edu.ec,Profesor de Computación Universidad Agraria del Ecuador,"Programación, Aula virtual, Informática, alfabetización digital"
Walter Larriva,106,ucuenca.edu.ec,"Docente - Investigador, Universidad de Cuenca","Protección Vegetal, Entomología, Fitopatología, Manejo Integrado de Plagas"
Dunia Chávez Esponda,106,uea.edu.ec,Universidad Estatal Amazónica,
Pablo Ramón,106,utpl.edu.ec,Universidad Técnica Particular de Loja,"Spatial point processes, Computational statistics, Biostatistics"
David Sabando-Vera  (Orcid: 0000-0001-5097-4653),106,espol.edu.ec,"Docente e Investigador, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","Innovación, Productividad, PYMES"
MAGALY PEÑAFIEL PAZMIÑO,106,ecotec.edu.ec,UNIVERSIDAD ECOTEC,"MEDIO AMBIENTE, ECOLOGÍA, BIOLOGÍA, BIODIVERSIDAD, ZOOLOGIA"
Rómulo  Arteño  Ramos,106,unach.edu.ec,Profesor de: Geografía; Historia; Derecho; Universidad Nacional de Chimborazo,"Derecho, Cultura, Geografía, Historia, Ciencias Sociales"
María Belén Salazar Raymond,106,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,
JONATHAN MORA,106,upec.edu.ec,"Profesor de Logística y SCM , Universidad Politécnica Estatal del Carchi.","logistic, transport"
José Enrique Obando Montenegro,106,ug.edu.ec,Profesor de Universidad de Guayaquil,"Salud en el trabajo, Seguridad Ocupacional y Gestión de …"
Juan Pablo Palaguachi Sumba,106,utpl.edu.ec,Universidad Técnica Particular de Loja,"Ingeniería de Transporte, Ingeniería de Tránsito, Movilidad, Seguridad Vial"
Monica Flores Marin Ph.D.,106,uees.edu.ec,"Docente investigador, Universidad Espiritu Santo",
Jorge Luis Mendoza-Mejia,106,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,Educación. Investigación. Psicología …
Carlos Renato Chávez Velásquez,106,espoch.edu.ec,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,"TURISMO, MEDIOAMBIENTE, ECOTURISMO"
Hernan Lara-Padilla,106,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Mechatronics, Additive Manufacturing, Biomaterials"
Fabián Santos,106,uti.edu.ec,Universidad Indoamérica,"remote sensing, machine learning, interdisciplinary research"
Franklin Yovani Malla Alvarado,106,unl.edu.ec,Profesor Universidad Nacional de Loja,"Finanzas, Contabilidad"
Rodney Alfonso Alfonso,106,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí,"innovación tecnológica, hotelería, gestión, hospitalidad"
Diana Martínez García,106,uta.edu.ec,Universidad Técnica de Ambato - Facultad Ciencias de la salud - Carrera de Enfermería,"Data Science, Inteligencia artificial, educación, telesalud, teleenfermería"
Jorge Hernán Almeida Blacio,106,uniandes.edu.ec,Universidad Regional Autónomo de los Andes,"Contabilidad General, Auditoría, Finanzas, Tributación"
CHANG MUÑOZ WALTER LENIN,106,utb.edu.ec,Universidad Técnica de Babahoyo Extensión Quevedo,
